w1,w2,b,cost
0.0,0.0,0.0,
-0.23357974823164074,0.13522049562498253,0.035000000000000024,0.8929168921874375
-0.21831130937275764,0.12316602451386946,0.06600000000000004,0.937930413053625
-0.22968222465372334,0.13295702859477257,0.09800000000000007,0.9215564212648283
-0.22272573172394705,0.1257509973491893,0.12700000000000009,0.8723933860387185
-0.22828321816420696,0.13486250012691683,0.1570000000000001,0.8934207536543421
-0.18733940330414947,0.16109571000401313,0.18500000000000014,0.904216803859949
-0.1754129149754433,0.15504040613098474,0.21500000000000016,0.8736071368490732
-0.20796076862138402,0.1173051766864963,0.2480000000000002,0.8825448308044844
-0.1912764906531979,0.16554289090408278,0.2760000000000002,0.8650994421601811
-0.2302209873945376,0.1342260765955398,0.3070000000000002,0.8440125926759664
-0.18375363424937016,0.1642428046842384,0.33400000000000024,0.831453372210651
-0.22495246938659857,0.13389527544043736,0.36500000000000027,0.8729525219596632
-0.17848824481497813,0.16391219996687076,0.3920000000000003,0.8253914382179235
-0.19322829804615324,0.1695002052876833,0.4210000000000003,0.8303639263332722
-0.1785086786240949,0.16489849121444683,0.45000000000000034,0.8222565192369122
-0.22691405803753095,0.13507867156918094,0.48100000000000037,0.8280359912482805
-0.20351613412674444,0.12163207003206129,0.5090000000000003,0.8322789397487007
-0.2009514576177309,0.12876203374550918,0.5400000000000004,0.8814418762606557
-0.1990266878218558,0.17615482357144738,0.5690000000000004,0.843812432634469
-0.19311971750062257,0.12061930204770674,0.5980000000000004,0.852013373276501
-0.2027571180928847,0.1329549282999656,0.6250000000000004,0.8060403563459799
-0.18405256321936425,0.17225754800048276,0.6540000000000005,0.8371831564886059
-0.20922836018887245,0.13270074194219636,0.6830000000000005,0.8292313553212028
-0.19870243335062782,0.12448872794661435,0.7110000000000005,0.7961307693216121
-0.18943773986622617,0.17628840282094652,0.7360000000000005,0.7897121586894467
-0.22117749476149462,0.14046535399197166,0.7660000000000006,0.8074875579142762
-0.21966518057530288,0.14493197224418294,0.7940000000000006,0.7963058597339164
-0.1935140959649229,0.14635764442859117,0.8200000000000006,0.8134307151343315
-0.19575871884598003,0.13028142884972482,0.8460000000000006,0.7924574134475435
-0.18287249028451874,0.12571296610714938,0.8730000000000007,0.8146691513547741
-0.2004619322953236,0.13234809319514285,0.9000000000000007,0.7738907042333573
-0.214938500931306,0.1377376514871397,0.9280000000000007,0.7845064541235326
-0.19210231126448682,0.1356454914958763,0.9560000000000007,0.8011714929345853
-0.19060184997631244,0.1303448752555935,0.9840000000000008,0.8082008334054644
-0.1976682993481577,0.1298009252622631,1.0109999999999995,0.7680861446971927
-0.1938816364253138,0.13204484189430302,1.0379999999999965,0.8037396618759579
-0.15383995939181971,0.13118700429059213,1.0639999999999936,0.7696162370987378
-0.15740665489445946,0.13584900743009123,1.0889999999999909,0.7821493127790237
-0.1739225592941086,0.14138799738775726,1.113999999999988,0.7418481961999978
-0.16943985085541804,0.13584831725143884,1.1389999999999854,0.738512257293512
-0.1568658362296941,0.14408449516315588,1.1629999999999827,0.7386011400059962
-0.15943642690731674,0.12125191035997575,1.18799999999998,0.7265709844151079
-0.17796416719713803,0.12518770252591183,1.2129999999999772,0.7393060905688836
-0.17205821903008728,0.1420552916906155,1.2369999999999746,0.7620566209387126
-0.16757661768178225,0.1365152152987846,1.2619999999999718,0.7281431908854119
-0.1668100646598285,0.15611375102795327,1.286999999999969,0.7316333918226355
-0.1622175644446017,0.15303655649416728,1.3129999999999662,0.7649577637018683
-0.16057945054625244,0.1529583593957267,1.3389999999999633,0.7353015205341169
-0.15894230939959578,0.15288020873261615,1.3649999999999605,0.7330166600516541
-0.15730614042698812,0.15280210447726178,1.3909999999999576,0.7307318047747771
-0.16522929330466896,0.13136991770421516,1.4169999999999547,0.7182295155727246
-0.15899097067599396,0.15346487397941624,1.440999999999952,0.7248639538493423
-0.17120675677527894,0.13563427443305984,1.4649999999999495,0.7283943037896337
-0.15323385010853696,0.15199182356279817,1.4889999999999468,0.729589070372611
-0.14448098807907941,0.13357184496623722,1.513999999999944,0.7236238315209989
